gene_symbol	safety_gate	critical_tissue_flag	note
SLC50A1	UNKNOWN	UNKNOWN	not in local safety table
SLC51A	UNKNOWN	UNKNOWN	not in local safety table
SLC51B	UNKNOWN	UNKNOWN	not in local safety table
SLC52A1	UNKNOWN	UNKNOWN	not in local safety table
SLC52A2	UNKNOWN	UNKNOWN	not in local safety table
SLC52A3	UNKNOWN	UNKNOWN	not in local safety table
SLC5A1	UNKNOWN	UNKNOWN	not in local safety table
SLC5A10	UNKNOWN	UNKNOWN	not in local safety table
SLC5A11	UNKNOWN	UNKNOWN	not in local safety table
SLC5A12	UNKNOWN	UNKNOWN	not in local safety table
SLC5A2	UNKNOWN	UNKNOWN	not in local safety table
SLC5A3	UNKNOWN	UNKNOWN	not in local safety table
SLC5A4	UNKNOWN	UNKNOWN	not in local safety table
SLC5A5	UNKNOWN	UNKNOWN	not in local safety table
SLC5A6	UNKNOWN	UNKNOWN	not in local safety table
SLC5A7	UNKNOWN	UNKNOWN	not in local safety table
SLC5A8	UNKNOWN	UNKNOWN	not in local safety table
SLC5A9	UNKNOWN	UNKNOWN	not in local safety table
SLC60A1	UNKNOWN	UNKNOWN	not in local safety table
SLC60A2	UNKNOWN	UNKNOWN	not in local safety table
SLC61A1	UNKNOWN	UNKNOWN	not in local safety table
SLC66A1	UNKNOWN	UNKNOWN	not in local safety table
SLC66A1LP	UNKNOWN	UNKNOWN	not in local safety table
SLC66A2	UNKNOWN	UNKNOWN	not in local safety table
SLC66A3	UNKNOWN	UNKNOWN	not in local safety table
SLC67A1	UNKNOWN	UNKNOWN	not in local safety table
SLC67A1-AS	UNKNOWN	UNKNOWN	not in local safety table
SLC67A2	UNKNOWN	UNKNOWN	not in local safety table
SLC68A1	UNKNOWN	UNKNOWN	not in local safety table
SLC6A1	UNKNOWN	UNKNOWN	not in local safety table
SLC6A11	UNKNOWN	UNKNOWN	not in local safety table
SLC6A12	UNKNOWN	UNKNOWN	not in local safety table
SLC6A13	UNKNOWN	UNKNOWN	not in local safety table
SLC6A14	UNKNOWN	UNKNOWN	not in local safety table
SLC6A15	UNKNOWN	UNKNOWN	not in local safety table
SLC6A16	UNKNOWN	UNKNOWN	not in local safety table
SLC6A17	UNKNOWN	UNKNOWN	not in local safety table
SLC6A18	UNKNOWN	UNKNOWN	not in local safety table
SLC6A19	UNKNOWN	UNKNOWN	not in local safety table
SLC6A2	UNKNOWN	UNKNOWN	not in local safety table
SLC6A20	UNKNOWN	UNKNOWN	not in local safety table
SLC6A3	UNKNOWN	UNKNOWN	not in local safety table
SLC6A4	UNKNOWN	UNKNOWN	not in local safety table
SLC6A5	UNKNOWN	UNKNOWN	not in local safety table
SLC6A6	UNKNOWN	UNKNOWN	not in local safety table
SLC6A7	UNKNOWN	UNKNOWN	not in local safety table
SLC6A8	UNKNOWN	UNKNOWN	not in local safety table
SLC6A9	UNKNOWN	UNKNOWN	not in local safety table
SLC71A1	UNKNOWN	UNKNOWN	not in local safety table
SLC71A2	UNKNOWN	UNKNOWN	not in local safety table
SLC71A3P	UNKNOWN	UNKNOWN	not in local safety table
SLC75A1	UNKNOWN	UNKNOWN	not in local safety table
SLC7A1	UNKNOWN	UNKNOWN	not in local safety table
SLC7A10	UNKNOWN	UNKNOWN	not in local safety table
SLC7A11	UNKNOWN	UNKNOWN	not in local safety table
SLC7A13	UNKNOWN	UNKNOWN	not in local safety table
SLC7A14	UNKNOWN	UNKNOWN	not in local safety table
SLC7A14-AS1	UNKNOWN	UNKNOWN	not in local safety table
SLC7A2	UNKNOWN	UNKNOWN	not in local safety table
SLC7A3	UNKNOWN	UNKNOWN	not in local safety table
SLC7A4	UNKNOWN	UNKNOWN	not in local safety table
SLC7A5	UNKNOWN	UNKNOWN	not in local safety table
SLC7A5-AS1	UNKNOWN	UNKNOWN	not in local safety table
SLC7A6	UNKNOWN	UNKNOWN	not in local safety table
SLC7A6OS	UNKNOWN	UNKNOWN	not in local safety table
SLC7A7	UNKNOWN	UNKNOWN	not in local safety table
SLC7A8	UNKNOWN	UNKNOWN	not in local safety table
SLC7A9	UNKNOWN	UNKNOWN	not in local safety table
SLC8A1	UNKNOWN	UNKNOWN	not in local safety table
SLC8A2	UNKNOWN	UNKNOWN	not in local safety table
SLC8A3	UNKNOWN	UNKNOWN	not in local safety table
SLC8B1	UNKNOWN	UNKNOWN	not in local safety table
SLC9A1	UNKNOWN	UNKNOWN	not in local safety table
SLC9A2	UNKNOWN	UNKNOWN	not in local safety table
SLC9A3	UNKNOWN	UNKNOWN	not in local safety table
SLC9A3R1	UNKNOWN	UNKNOWN	not in local safety table
SLC9A3R2	UNKNOWN	UNKNOWN	not in local safety table
SLC9A4	UNKNOWN	UNKNOWN	not in local safety table
SLC9A5	UNKNOWN	UNKNOWN	not in local safety table
SLC9A6	UNKNOWN	UNKNOWN	not in local safety table
SLC9A7	UNKNOWN	UNKNOWN	not in local safety table
SLC9A7P1	UNKNOWN	UNKNOWN	not in local safety table
SLC9A8	UNKNOWN	UNKNOWN	not in local safety table
SLC9A9	UNKNOWN	UNKNOWN	not in local safety table
SLC9B1	UNKNOWN	UNKNOWN	not in local safety table
SLC9B2	UNKNOWN	UNKNOWN	not in local safety table
SLC9C1	UNKNOWN	UNKNOWN	not in local safety table
SLC9C2	UNKNOWN	UNKNOWN	not in local safety table
SLC9D1	UNKNOWN	UNKNOWN	not in local safety table
SLCO1A2	UNKNOWN	UNKNOWN	not in local safety table
SLCO1B1	UNKNOWN	UNKNOWN	not in local safety table
SLCO1B3	UNKNOWN	UNKNOWN	not in local safety table
SLCO1B7	UNKNOWN	UNKNOWN	not in local safety table
SLCO1C1	UNKNOWN	UNKNOWN	not in local safety table
SLCO2A1	UNKNOWN	UNKNOWN	not in local safety table
SLCO2B1	UNKNOWN	UNKNOWN	not in local safety table
SLCO3A1	UNKNOWN	UNKNOWN	not in local safety table
SLCO4A1	UNKNOWN	UNKNOWN	not in local safety table
SLCO4A1-AS1	UNKNOWN	UNKNOWN	not in local safety table
SLCO4C1	UNKNOWN	UNKNOWN	not in local safety table
SLCO5A1	UNKNOWN	UNKNOWN	not in local safety table
SLCO6A1	UNKNOWN	UNKNOWN	not in local safety table
SLED1	UNKNOWN	UNKNOWN	not in local safety table
SLF1	UNKNOWN	UNKNOWN	not in local safety table
SLF2	UNKNOWN	UNKNOWN	not in local safety table
SLFN11	UNKNOWN	UNKNOWN	not in local safety table
SLFN12	UNKNOWN	UNKNOWN	not in local safety table
SLFN12L	UNKNOWN	UNKNOWN	not in local safety table
SLFN13	UNKNOWN	UNKNOWN	not in local safety table
SLFN14	UNKNOWN	UNKNOWN	not in local safety table
SLFN5	UNKNOWN	UNKNOWN	not in local safety table
SLFNL1	UNKNOWN	UNKNOWN	not in local safety table
SLFNL1-AS1	UNKNOWN	UNKNOWN	not in local safety table
SLIRP	UNKNOWN	UNKNOWN	not in local safety table
SLIRP-OT1	UNKNOWN	UNKNOWN	not in local safety table
SLIT1	UNKNOWN	UNKNOWN	not in local safety table
SLIT2	UNKNOWN	UNKNOWN	not in local safety table
SLIT3	UNKNOWN	UNKNOWN	not in local safety table
SLITRK1	UNKNOWN	UNKNOWN	not in local safety table
SLITRK2	UNKNOWN	UNKNOWN	not in local safety table
SLITRK3	UNKNOWN	UNKNOWN	not in local safety table
SLITRK4	UNKNOWN	UNKNOWN	not in local safety table
SLITRK5	UNKNOWN	UNKNOWN	not in local safety table
SLITRK6	UNKNOWN	UNKNOWN	not in local safety table
SLK	UNKNOWN	UNKNOWN	not in local safety table
SLMAP	UNKNOWN	UNKNOWN	not in local safety table
SLN	UNKNOWN	UNKNOWN	not in local safety table
SLPI	UNKNOWN	UNKNOWN	not in local safety table
SLTM	UNKNOWN	UNKNOWN	not in local safety table
SLU7	UNKNOWN	UNKNOWN	not in local safety table
SLURP1	UNKNOWN	UNKNOWN	not in local safety table
SLX1A	UNKNOWN	UNKNOWN	not in local safety table
SLX1B	UNKNOWN	UNKNOWN	not in local safety table
SLX4	UNKNOWN	UNKNOWN	not in local safety table
SLX4IP	UNKNOWN	UNKNOWN	not in local safety table
SLX9	UNKNOWN	UNKNOWN	not in local safety table
SMAD1	UNKNOWN	UNKNOWN	not in local safety table
SMAD2	UNKNOWN	UNKNOWN	not in local safety table
SMAD3	UNKNOWN	UNKNOWN	not in local safety table
SMAD4	UNKNOWN	UNKNOWN	not in local safety table
SMAD5	UNKNOWN	UNKNOWN	not in local safety table
SMAD5-AS1	UNKNOWN	UNKNOWN	not in local safety table
SMAD6	UNKNOWN	UNKNOWN	not in local safety table
SMAD7	UNKNOWN	UNKNOWN	not in local safety table
SMAD9	UNKNOWN	UNKNOWN	not in local safety table
SMAGP	UNKNOWN	UNKNOWN	not in local safety table
SMAP1	UNKNOWN	UNKNOWN	not in local safety table
SMAP2	UNKNOWN	UNKNOWN	not in local safety table
SMARCA1	UNKNOWN	UNKNOWN	not in local safety table
SMARCA2	UNKNOWN	UNKNOWN	not in local safety table
SMARCA4	UNKNOWN	UNKNOWN	not in local safety table
SMARCA5	UNKNOWN	UNKNOWN	not in local safety table
SMARCAD1	UNKNOWN	UNKNOWN	not in local safety table
SMARCAL1	UNKNOWN	UNKNOWN	not in local safety table
SMARCB1	UNKNOWN	UNKNOWN	not in local safety table
SMARCC1	UNKNOWN	UNKNOWN	not in local safety table
SMARCC2	UNKNOWN	UNKNOWN	not in local safety table
SMARCD1	UNKNOWN	UNKNOWN	not in local safety table
SMARCD2	UNKNOWN	UNKNOWN	not in local safety table
SMARCD3	UNKNOWN	UNKNOWN	not in local safety table
SMARCE1	UNKNOWN	UNKNOWN	not in local safety table
SMARCE1P1	UNKNOWN	UNKNOWN	not in local safety table
SMARCE1P2	UNKNOWN	UNKNOWN	not in local safety table
SMARCE1P5	UNKNOWN	UNKNOWN	not in local safety table
SMASR	UNKNOWN	UNKNOWN	not in local safety table
SMC1A	UNKNOWN	UNKNOWN	not in local safety table
SMC1B	UNKNOWN	UNKNOWN	not in local safety table
SMC2	UNKNOWN	UNKNOWN	not in local safety table
SMC3	UNKNOWN	UNKNOWN	not in local safety table
SMC4	UNKNOWN	UNKNOWN	not in local safety table
SMC5	UNKNOWN	UNKNOWN	not in local safety table
SMC6	UNKNOWN	UNKNOWN	not in local safety table
SMCHD1	UNKNOWN	UNKNOWN	not in local safety table
SMCO1	UNKNOWN	UNKNOWN	not in local safety table
SMCO2	UNKNOWN	UNKNOWN	not in local safety table
SMCO3	UNKNOWN	UNKNOWN	not in local safety table
SMCO4	UNKNOWN	UNKNOWN	not in local safety table
SMCP	UNKNOWN	UNKNOWN	not in local safety table
SMCR5	UNKNOWN	UNKNOWN	not in local safety table
SMCR8	UNKNOWN	UNKNOWN	not in local safety table
SMDT1	UNKNOWN	UNKNOWN	not in local safety table
SMG1	UNKNOWN	UNKNOWN	not in local safety table
SMG1P4	UNKNOWN	UNKNOWN	not in local safety table
SMG1P5	UNKNOWN	UNKNOWN	not in local safety table
SMG1P6	UNKNOWN	UNKNOWN	not in local safety table
SMG1P7	UNKNOWN	UNKNOWN	not in local safety table
SMG5	UNKNOWN	UNKNOWN	not in local safety table
SMG6	UNKNOWN	UNKNOWN	not in local safety table
SMG7	UNKNOWN	UNKNOWN	not in local safety table
SMG7-AS1	UNKNOWN	UNKNOWN	not in local safety table
SMG8	UNKNOWN	UNKNOWN	not in local safety table
SMG9	UNKNOWN	UNKNOWN	not in local safety table
SMIM1	UNKNOWN	UNKNOWN	not in local safety table
SMIM10	UNKNOWN	UNKNOWN	not in local safety table
SMIM10L1	UNKNOWN	UNKNOWN	not in local safety table
SMIM10L2A	UNKNOWN	UNKNOWN	not in local safety table
SMIM10L2B	UNKNOWN	UNKNOWN	not in local safety table
SMIM11	UNKNOWN	UNKNOWN	not in local safety table
SMIM11A	UNKNOWN	UNKNOWN	not in local safety table
SMIM12	UNKNOWN	UNKNOWN	not in local safety table
SMIM13	UNKNOWN	UNKNOWN	not in local safety table
SMIM14	UNKNOWN	UNKNOWN	not in local safety table
SMIM15	UNKNOWN	UNKNOWN	not in local safety table
SMIM17	UNKNOWN	UNKNOWN	not in local safety table
SMIM19	UNKNOWN	UNKNOWN	not in local safety table
SMIM2	UNKNOWN	UNKNOWN	not in local safety table
SMIM20	UNKNOWN	UNKNOWN	not in local safety table
SMIM21	UNKNOWN	UNKNOWN	not in local safety table
SMIM23	UNKNOWN	UNKNOWN	not in local safety table
SMIM24	UNKNOWN	UNKNOWN	not in local safety table
SMIM26	UNKNOWN	UNKNOWN	not in local safety table
SMIM29	UNKNOWN	UNKNOWN	not in local safety table
SMIM29-AS1	UNKNOWN	UNKNOWN	not in local safety table
SMIM3	UNKNOWN	UNKNOWN	not in local safety table
SMIM30	UNKNOWN	UNKNOWN	not in local safety table
SMIM4	UNKNOWN	UNKNOWN	not in local safety table
SMIM41	UNKNOWN	UNKNOWN	not in local safety table
SMIM45	UNKNOWN	UNKNOWN	not in local safety table
SMIM47	UNKNOWN	UNKNOWN	not in local safety table
SMIM5	UNKNOWN	UNKNOWN	not in local safety table
SMIM7	UNKNOWN	UNKNOWN	not in local safety table
SMIM8	UNKNOWN	UNKNOWN	not in local safety table
SMKR1	UNKNOWN	UNKNOWN	not in local safety table
SMN1	UNKNOWN	UNKNOWN	not in local safety table
SMN2	UNKNOWN	UNKNOWN	not in local safety table
SMNDC1	UNKNOWN	UNKNOWN	not in local safety table
SMO	UNKNOWN	UNKNOWN	not in local safety table
SMOC1	UNKNOWN	UNKNOWN	not in local safety table
SMOC2	UNKNOWN	UNKNOWN	not in local safety table
SMOX	UNKNOWN	UNKNOWN	not in local safety table
SMPD1	UNKNOWN	UNKNOWN	not in local safety table
SMPD2	UNKNOWN	UNKNOWN	not in local safety table
SMPD3	UNKNOWN	UNKNOWN	not in local safety table
SMPD4	UNKNOWN	UNKNOWN	not in local safety table
SMPD4BP	UNKNOWN	UNKNOWN	not in local safety table
SMPDL3A	UNKNOWN	UNKNOWN	not in local safety table
SMPDL3B	UNKNOWN	UNKNOWN	not in local safety table
SMPX	UNKNOWN	UNKNOWN	not in local safety table
SMR3A	UNKNOWN	UNKNOWN	not in local safety table
SMS	UNKNOWN	UNKNOWN	not in local safety table
SMTN	UNKNOWN	UNKNOWN	not in local safety table
SMTNL2	UNKNOWN	UNKNOWN	not in local safety table
SMU1	UNKNOWN	UNKNOWN	not in local safety table
SMUG1	UNKNOWN	UNKNOWN	not in local safety table
SMURF1	UNKNOWN	UNKNOWN	not in local safety table
SMURF2	UNKNOWN	UNKNOWN	not in local safety table
SMYD1	UNKNOWN	UNKNOWN	not in local safety table
SMYD2	UNKNOWN	UNKNOWN	not in local safety table
SMYD3	UNKNOWN	UNKNOWN	not in local safety table
SMYD4	UNKNOWN	UNKNOWN	not in local safety table
SMYD5	UNKNOWN	UNKNOWN	not in local safety table
SNAI1	UNKNOWN	UNKNOWN	not in local safety table
SNAI2	UNKNOWN	UNKNOWN	not in local safety table
SNAI3	UNKNOWN	UNKNOWN	not in local safety table
SNAI3-AS1	UNKNOWN	UNKNOWN	not in local safety table
SNAP23	UNKNOWN	UNKNOWN	not in local safety table
SNAP25	UNKNOWN	UNKNOWN	not in local safety table
SNAP29	UNKNOWN	UNKNOWN	not in local safety table
SNAP47	UNKNOWN	UNKNOWN	not in local safety table
SNAP91	UNKNOWN	UNKNOWN	not in local safety table
SNAPC1	UNKNOWN	UNKNOWN	not in local safety table
SNAPC2	UNKNOWN	UNKNOWN	not in local safety table
SNAPC3	UNKNOWN	UNKNOWN	not in local safety table
SNAPC4	UNKNOWN	UNKNOWN	not in local safety table
SNAPC5	UNKNOWN	UNKNOWN	not in local safety table
SNAPIN	UNKNOWN	UNKNOWN	not in local safety table
SNCA	UNKNOWN	UNKNOWN	not in local safety table
SNCAIP	UNKNOWN	UNKNOWN	not in local safety table
SNCB	UNKNOWN	UNKNOWN	not in local safety table
SNCG	UNKNOWN	UNKNOWN	not in local safety table
SND1	UNKNOWN	UNKNOWN	not in local safety table
SND1-IT1	UNKNOWN	UNKNOWN	not in local safety table
SNED1	UNKNOWN	UNKNOWN	not in local safety table
SNF8	UNKNOWN	UNKNOWN	not in local safety table
SNHG1	UNKNOWN	UNKNOWN	not in local safety table
SNHG10	UNKNOWN	UNKNOWN	not in local safety table
SNHG11	UNKNOWN	UNKNOWN	not in local safety table
SNHG12	UNKNOWN	UNKNOWN	not in local safety table
SNHG15	UNKNOWN	UNKNOWN	not in local safety table
SNHG16	UNKNOWN	UNKNOWN	not in local safety table
SNHG17	UNKNOWN	UNKNOWN	not in local safety table
SNHG19	UNKNOWN	UNKNOWN	not in local safety table
SNHG20	UNKNOWN	UNKNOWN	not in local safety table
SNHG21	UNKNOWN	UNKNOWN	not in local safety table
SNHG22	UNKNOWN	UNKNOWN	not in local safety table
SNHG25	UNKNOWN	UNKNOWN	not in local safety table
SNHG26	UNKNOWN	UNKNOWN	not in local safety table
SNHG29	UNKNOWN	UNKNOWN	not in local safety table
SNHG3	UNKNOWN	UNKNOWN	not in local safety table
SNHG31	UNKNOWN	UNKNOWN	not in local safety table
SNHG32	UNKNOWN	UNKNOWN	not in local safety table
SNHG33	UNKNOWN	UNKNOWN	not in local safety table
SNHG4	UNKNOWN	UNKNOWN	not in local safety table
SNHG5	UNKNOWN	UNKNOWN	not in local safety table
SNHG7	UNKNOWN	UNKNOWN	not in local safety table
SNHG8	UNKNOWN	UNKNOWN	not in local safety table
SNIP1	UNKNOWN	UNKNOWN	not in local safety table
SNN	UNKNOWN	UNKNOWN	not in local safety table
SNORA10	UNKNOWN	UNKNOWN	not in local safety table
SNORA10B	UNKNOWN	UNKNOWN	not in local safety table
SNORA11	UNKNOWN	UNKNOWN	not in local safety table
SNORA11B	UNKNOWN	UNKNOWN	not in local safety table
SNORA11F	UNKNOWN	UNKNOWN	not in local safety table
SNORA12	UNKNOWN	UNKNOWN	not in local safety table
SNORA13	UNKNOWN	UNKNOWN	not in local safety table
SNORA14A	UNKNOWN	UNKNOWN	not in local safety table
SNORA14B	UNKNOWN	UNKNOWN	not in local safety table
SNORA15	UNKNOWN	UNKNOWN	not in local safety table
SNORA16B	UNKNOWN	UNKNOWN	not in local safety table
SNORA19	UNKNOWN	UNKNOWN	not in local safety table
SNORA20	UNKNOWN	UNKNOWN	not in local safety table
SNORA21	UNKNOWN	UNKNOWN	not in local safety table
SNORA22	UNKNOWN	UNKNOWN	not in local safety table
SNORA22B	UNKNOWN	UNKNOWN	not in local safety table
SNORA22C	UNKNOWN	UNKNOWN	not in local safety table
SNORA23	UNKNOWN	UNKNOWN	not in local safety table
SNORA24	UNKNOWN	UNKNOWN	not in local safety table
SNORA24B	UNKNOWN	UNKNOWN	not in local safety table
SNORA27	UNKNOWN	UNKNOWN	not in local safety table
SNORA28	UNKNOWN	UNKNOWN	not in local safety table
SNORA29	UNKNOWN	UNKNOWN	not in local safety table
SNORA2A	UNKNOWN	UNKNOWN	not in local safety table
SNORA2B	UNKNOWN	UNKNOWN	not in local safety table
SNORA30	UNKNOWN	UNKNOWN	not in local safety table
SNORA31	UNKNOWN	UNKNOWN	not in local safety table
SNORA33	UNKNOWN	UNKNOWN	not in local safety table
SNORA35	UNKNOWN	UNKNOWN	not in local safety table
SNORA35B	UNKNOWN	UNKNOWN	not in local safety table
SNORA36C	UNKNOWN	UNKNOWN	not in local safety table
SNORA37	UNKNOWN	UNKNOWN	not in local safety table
SNORA38	UNKNOWN	UNKNOWN	not in local safety table
SNORA38B	UNKNOWN	UNKNOWN	not in local safety table
SNORA3A	UNKNOWN	UNKNOWN	not in local safety table
SNORA3B	UNKNOWN	UNKNOWN	not in local safety table
SNORA40B	UNKNOWN	UNKNOWN	not in local safety table
SNORA41	UNKNOWN	UNKNOWN	not in local safety table
SNORA46	UNKNOWN	UNKNOWN	not in local safety table
SNORA47	UNKNOWN	UNKNOWN	not in local safety table
SNORA49	UNKNOWN	UNKNOWN	not in local safety table
SNORA50A	UNKNOWN	UNKNOWN	not in local safety table
SNORA51	UNKNOWN	UNKNOWN	not in local safety table
SNORA52	UNKNOWN	UNKNOWN	not in local safety table
SNORA53	UNKNOWN	UNKNOWN	not in local safety table
SNORA54	UNKNOWN	UNKNOWN	not in local safety table
SNORA55	UNKNOWN	UNKNOWN	not in local safety table
SNORA57	UNKNOWN	UNKNOWN	not in local safety table
SNORA58	UNKNOWN	UNKNOWN	not in local safety table
SNORA59A	UNKNOWN	UNKNOWN	not in local safety table
SNORA5A	UNKNOWN	UNKNOWN	not in local safety table
SNORA5B	UNKNOWN	UNKNOWN	not in local safety table
SNORA5C	UNKNOWN	UNKNOWN	not in local safety table
SNORA6	UNKNOWN	UNKNOWN	not in local safety table
SNORA60	UNKNOWN	UNKNOWN	not in local safety table
SNORA62	UNKNOWN	UNKNOWN	not in local safety table
SNORA63D	UNKNOWN	UNKNOWN	not in local safety table
SNORA65	UNKNOWN	UNKNOWN	not in local safety table
SNORA66	UNKNOWN	UNKNOWN	not in local safety table
SNORA67	UNKNOWN	UNKNOWN	not in local safety table
SNORA68	UNKNOWN	UNKNOWN	not in local safety table
SNORA68B	UNKNOWN	UNKNOWN	not in local safety table
SNORA69	UNKNOWN	UNKNOWN	not in local safety table
SNORA70B	UNKNOWN	UNKNOWN	not in local safety table
SNORA70C	UNKNOWN	UNKNOWN	not in local safety table
SNORA70D	UNKNOWN	UNKNOWN	not in local safety table
SNORA70E	UNKNOWN	UNKNOWN	not in local safety table
SNORA70F	UNKNOWN	UNKNOWN	not in local safety table
SNORA70G	UNKNOWN	UNKNOWN	not in local safety table
SNORA70I	UNKNOWN	UNKNOWN	not in local safety table
SNORA71A	UNKNOWN	UNKNOWN	not in local safety table
SNORA71C	UNKNOWN	UNKNOWN	not in local safety table
SNORA71D	UNKNOWN	UNKNOWN	not in local safety table
SNORA72	UNKNOWN	UNKNOWN	not in local safety table
SNORA73B	UNKNOWN	UNKNOWN	not in local safety table
SNORA74A	UNKNOWN	UNKNOWN	not in local safety table
SNORA74B	UNKNOWN	UNKNOWN	not in local safety table
SNORA74C-1	UNKNOWN	UNKNOWN	not in local safety table
SNORA74C-2	UNKNOWN	UNKNOWN	not in local safety table
SNORA74D	UNKNOWN	UNKNOWN	not in local safety table
SNORA75	UNKNOWN	UNKNOWN	not in local safety table
SNORA77	UNKNOWN	UNKNOWN	not in local safety table
SNORA79	UNKNOWN	UNKNOWN	not in local safety table
SNORA79B	UNKNOWN	UNKNOWN	not in local safety table
SNORA7B	UNKNOWN	UNKNOWN	not in local safety table
SNORA80A	UNKNOWN	UNKNOWN	not in local safety table
SNORA80B	UNKNOWN	UNKNOWN	not in local safety table
SNORA80D	UNKNOWN	UNKNOWN	not in local safety table
SNORA80E	UNKNOWN	UNKNOWN	not in local safety table
SNORA9B	UNKNOWN	UNKNOWN	not in local safety table
SNORC	UNKNOWN	UNKNOWN	not in local safety table
SNORD100	UNKNOWN	UNKNOWN	not in local safety table
SNORD101	UNKNOWN	UNKNOWN	not in local safety table
SNORD102	UNKNOWN	UNKNOWN	not in local safety table
SNORD104	UNKNOWN	UNKNOWN	not in local safety table
SNORD105	UNKNOWN	UNKNOWN	not in local safety table
SNORD105B	UNKNOWN	UNKNOWN	not in local safety table
SNORD11	UNKNOWN	UNKNOWN	not in local safety table
SNORD111	UNKNOWN	UNKNOWN	not in local safety table
SNORD113-1	UNKNOWN	UNKNOWN	not in local safety table
SNORD113-2	UNKNOWN	UNKNOWN	not in local safety table
SNORD113-3	UNKNOWN	UNKNOWN	not in local safety table
SNORD113-4	UNKNOWN	UNKNOWN	not in local safety table
SNORD113-5	UNKNOWN	UNKNOWN	not in local safety table
SNORD113-7	UNKNOWN	UNKNOWN	not in local safety table
SNORD113-9	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-11	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-15	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-16	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-18	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-19	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-2	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-20	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-21	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-22	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-24	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-25	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-26	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-3	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-31	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-5	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-6	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-7	UNKNOWN	UNKNOWN	not in local safety table
SNORD114-9	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-1	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-14	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-2	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-24	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-25	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-27	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-28	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-3	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-31	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-32	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-33	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-34	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-35	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-37	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-38	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-4	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-40	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-41	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-42	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-44	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-48	UNKNOWN	UNKNOWN	not in local safety table
SNORD115-8	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-1	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-10	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-11	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-12	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-13	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-14	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-15	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-16	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-17	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-18	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-20	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-21	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-22	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-23	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-24	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-25	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-26	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-27	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-28	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-29	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-5	UNKNOWN	UNKNOWN	not in local safety table
SNORD116-6	UNKNOWN	UNKNOWN	not in local safety table
SNORD117	UNKNOWN	UNKNOWN	not in local safety table
SNORD11B	UNKNOWN	UNKNOWN	not in local safety table
SNORD12C	UNKNOWN	UNKNOWN	not in local safety table
