gene_symbol	GSM9336110	GSM9336111	GSM9336112	GSM9336113	GSM9336114	GSM9336115
TACC1	5397	7299	7771	7928	7035	7806
TACC2	1827	2052	2276	972	1040	1118
TACC3	1692	2474	2572	952	743	780
TACO1	100	145	145	132	79	93
TACR1-AS1	2	0	0	0	0	0
TACR2	0	0	2	22	2	2
TACSTD2	204	258	248	364	286	260
TADA1	277	321	323	558	420	432
TADA2A	492	617	799	448	278	378
TADA2B	132	188	138	196	112	142
TADA3	728	1102	1047	946	748	766
TAF1	2204	2669	3150	2411	2072	2334
TAF10	66	87	91	90	99	78
TAF11	931	1151	1213	769	635	637
TAF12	242	234	322	392	363	299
TAF13	160	220	247	338	287	340
TAF15	7436	11107	11306	4981	4735	5117
TAF1A	70	78	57	54	46	30
TAF1B	428	594	745	514	432	455
TAF1C	556	567	646	478	458	512
TAF1D	857	999	1287	1012	975	1000
TAF1L	2	0	8	10	0	0
TAF2	1460	2227	2330	2100	2010	2019
TAF3	341	492	484	312	370	310
TAF4	410	538	623	494	415	487
TAF4B	83	111	170	40	100	84
TAF5	146	190	232	100	101	108
TAF5L	372	598	488	339	360	352
TAF6	1276	1808	1906	2260	1920	2011
TAF6L	302	331	418	365	256	420
TAF7	1516	1602	1858	1504	1290	1524
TAF7L	30	28	24	46	20	40
TAF8	582	789	820	458	323	487
TAF9	341	450	459	389	407	429
TAF9B	246	432	453	300	236	306
TAFA2	0	1	6	4	2	5
TAFA5	0	2	0	0	0	0
TAFAZZIN	682	966	1045	1210	925	1132
TAGAP-AS1	2	0	6	2	2	0
TAGLN	234	352	331	2128	1466	1804
TAGLN2	7194	10630	10682	14281	11320	12130
TAL1	326	459	460	447	350	346
TALAM1	73	126	230	238	205	209
TALDO1	8392	11549	12504	9528	7861	9742
TAMALIN	1611	2013	2221	2651	2162	2293
TAMM41	314	398	470	311	261	206
TANC1	5622	6482	7295	5312	4957	5565
TANC2	934	1029	1368	1403	1116	1332
TANGO2	329	464	345	398	341	378
TANGO6	560	690	847	525	402	552
TANK	1657	2177	2523	2623	2168	2888
TAOK1	2770	4092	4194	2861	3029	3413
TAOK2	3162	4208	4818	4950	4123	4631
TAOK3	866	1287	1474	2059	1822	1879
TAP1	990	1305	1412	3851	3163	3442
TAP2	43	36	37	29	40	28
TAPBP	1175	1434	1319	1342	1421	1266
TAPBPL	154	204	193	246	208	224
TAPT1	214	295	333	370	388	355
TAPT1-AS1	2	10	2	7	0	0
TARBP1	531	668	841	830	669	855
TARBP2	410	568	471	524	377	518
TARDBP	3079	4066	4599	2702	2480	2890
TARS1	5386	8176	8837	7066	5734	6736
TARS2	551	783	914	592	482	500
TARS3	150	292	303	334	253	345
TAS1R3	2	2	8	14	4	6
TAS2R10	2	4	0	11	0	2
TAS2R13	6	8	8	10	10	2
TAS2R15P	4	6	2	10	3	0
TAS2R18P	0	2	2	0	0	0
TAS2R19	10	20	21	22	7	24
TAS2R20	25	32	21	10	2	3
TAS2R3	8	12	6	2	10	6
TAS2R30	36	57	42	55	47	34
TAS2R31	38	26	43	46	20	18
TAS2R4	16	10	12	8	6	6
TAS2R43	12	24	48	29	22	32
TAS2R46	2	12	20	10	6	0
TAS2R5	18	8	16	2	12	18
TAS2R50	2	4	6	2	4	0
TAS2R63P	0	0	0	0	2	0
TAS2R6P	0	0	2	0	0	0
TAS2R8	0	0	2	4	0	0
TASOR	1313	1870	1898	1895	1642	1598
TASOR2	1272	2058	2312	1973	1894	2471
TASP1	237	320	326	372	191	257
TAT-AS1	2	0	0	0	0	0
TATDN1	210	373	345	272	221	235
TATDN1P1	0	2	0	2	0	2
TATDN2	26	31	13	6	12	10
TATDN3	101	130	152	170	80	220
TAX1BP1	2216	3417	3598	4488	3813	4698
TAX1BP1-AS1	1	0	1	0	0	0
TAX1BP3	23	38	22	18	27	17
TBC1D1	2235	2795	3136	3710	2860	3852
TBC1D10A	29	27	38	42	25	13
TBC1D10B	1276	1809	1769	2750	2139	1967
TBC1D10C	0	4	2	0	0	0
TBC1D12	178	271	234	320	236	339
TBC1D13	1246	1454	1605	1422	1055	1504
TBC1D14	1603	1849	1873	1127	1000	1322
TBC1D15	854	1129	1356	1206	998	1108
TBC1D16	903	1413	1269	755	672	691
TBC1D17	891	1138	1271	1954	1622	1715
TBC1D19	199	288	380	419	337	373
TBC1D2	106	154	155	1629	1411	1453
TBC1D20	692	830	851	1081	1192	1114
TBC1D22A	1830	2179	2304	2091	1511	1954
TBC1D22B	430	557	619	573	429	461
TBC1D23	636	923	843	955	737	957
TBC1D24	298	426	472	484	389	460
TBC1D25	236	300	329	337	239	366
TBC1D2B	885	1140	1358	1108	909	1015
TBC1D30	16	15	4	12	3	7
TBC1D31	194	252	270	126	165	148
TBC1D32	58	73	85	116	56	74
TBC1D3B	0	30	0	0	16	0
TBC1D3D	2	2	2	0	0	0
TBC1D3E	0	6	0	0	0	0
TBC1D3F	0	4	0	0	55	11
TBC1D3K	0	1	0	0	0	0
TBC1D3L	122	164	262	50	66	48
TBC1D4	1880	2464	2938	1469	1361	1144
TBC1D5	1285	1583	2058	1530	1514	1484
TBC1D7-LOC100130357	408	581	569	700	477	479
TBC1D8	1241	1706	1907	799	657	698
TBC1D8-AS1	4	0	0	0	0	0
TBC1D8B	118	188	209	538	422	557
TBC1D9	2821	3412	4022	5781	5296	5512
TBC1D9B	3603	4593	4760	5972	5014	4997
TBCA	2869	3764	3979	3358	2742	2934
TBCB	1258	1676	1732	2248	1832	2204
TBCC	204	270	198	108	116	90
TBCCD1	630	770	786	466	504	444
TBCD	4212	5444	6043	4996	3978	4595
TBCE	6	8	11	4	2	9
TBCEL	62	94	76	69	50	55
TBCK	574	780	904	732	581	648
TBK1	506	786	818	783	709	886
TBKBP1	298	359	344	358	244	300
TBL1X	1370	1817	2147	1252	1216	1486
TBL1XR1	1306	1830	1935	1411	1142	1341
TBL2	716	986	921	1505	1340	1305
TBL3	892	1529	1426	1624	1214	1562
TBP	955	1031	1253	471	651	657
TBPL1	278	330	411	296	188	293
TBR1	0	0	0	0	0	2
TBRG1	512	588	630	582	549	649
TBRG4	615	865	975	1154	886	904
TBX1	376	461	494	0	0	0
TBX15	0	0	0	0	0	2
TBX18	336	377	356	493	438	415
TBX19	31	30	82	45	31	41
TBX20	0	0	0	1208	889	1110
TBX21	0	0	0	2	0	0
TBX3	30	34	26	52	54	40
TBX6	2	6	6	4	10	6
TBXA2R	70	64	52	432	400	367
TBXAS1	114	98	168	22	2	18
TCAF1	970	1382	1390	2027	1471	1675
TCAF2	404	372	549	420	263	353
TCAIM	255	306	375	331	253	303
TCAP	3	0	2	0	0	0
TCEA1	1206	1757	1721	1537	1335	1475
TCEA2	547	554	681	690	560	742
TCEA3	16	44	16	122	159	106
TCEAL1	108	131	153	110	118	106
TCEAL3	602	876	930	680	570	692
TCEAL4	1084	1718	1564	1498	1362	1790
TCEAL7	28	38	26	4	2	2
TCEAL8	398	568	498	702	620	662
TCEAL9	1290	1932	2128	2062	1918	2178
TCEANC	10	20	16	4	5	10
TCEANC2	74	70	62	60	64	38
TCERG1	3913	4372	5561	3089	2717	2840
TCF12	4102	5580	5581	4332	3697	4703
TCF12-DT	1	2	0	2	0	0
TCF15	6	4	12	0	0	0
TCF19	114	158	172	59	70	48
TCF20	2111	2659	3057	1458	1189	1362
TCF25	2949	3971	4175	4117	2972	3969
TCF3	2137	2928	2810	3292	3107	2992
TCF4	8360	12614	12673	14107	13336	14303
TCF7	42	74	71	8	26	13
TCF7L1	1213	1524	1745	1166	711	1019
TCF7L1-IT1	0	0	1	0	2	0
TCF7L2	680	783	881	608	574	623
TCFL5	277	380	462	409	341	434
TCHH	10	0	0	22	14	30
TCHP	540	687	806	969	680	878
TCIM	46	70	52	168	140	146
TCIRG1	1480	1697	1968	2901	2324	2469
TCN2	2414	3285	3484	1716	1296	1470
TCOF1	3785	5284	5866	3221	2599	3210
TCP1	7196	10023	10862	6681	5658	6022
TCP10L	0	0	0	2	0	0
TCP11	2	0	0	10	2	4
TCP11L1	511	534	684	917	794	867
TCP11L2	391	531	553	328	250	335
TCP1P3	0	2	0	0	2	0
TCTA	164	220	205	176	170	186
TCTN1	622	624	766	1012	643	801
TCTN2	900	1040	1151	945	862	1206
TCTN3	1820	2219	2410	2168	1770	1894
TDG	528	734	756	531	400	492
TDP1	1499	1591	2002	1258	920	1045
TDP2	760	1171	1182	1080	806	897
TDRD10	68	66	79	67	59	83
TDRD12	4	4	2	10	6	2
TDRD3	285	366	430	270	221	240
TDRD5	0	0	0	0	4	14
TDRD6	4	0	0	0	0	0
TDRD7	1074	1271	1575	1116	936	1114
TDRD9	22	45	49	2	12	2
TDRKH	125	165	219	128	123	132
TDRKH-AS1	2	0	0	0	0	0
TDRP	28	34	33	0	7	2
TEAD1	550	684	789	984	953	1056
TEAD2	2252	2999	3194	2825	2392	2299
TEAD3	38	41	43	40	26	30
TEAD4	1141	1374	1352	1601	1220	1504
TEC	0	16	0	0	4	2
TECPR1	1588	2236	2243	2918	2732	2480
TECPR2	789	992	1028	1031	834	898
TECR	2947	4256	4194	4627	3088	4227
TECTA	23	34	55	30	52	50
TEDC1	101	72	121	83	78	71
TEDC2	54	92	112	22	12	26
TEDC2-AS1	0	0	2	0	1	0
TEF	48	44	46	88	38	66
TEFM	76	67	108	56	42	54
TEK	6211	7194	9156	11749	9972	12565
TEKT2	0	0	0	14	0	4
TEKT3	0	0	0	0	2	4
TEKT4P2	0	1	0	4	6	0
TEKT5	4	2	4	0	0	0
TEKTIP1	0	1	0	0	0	0
TELO2	560	806	860	866	718	711
TENM2	2	8	0	0	2	0
TENM3	786	1101	1144	8572	7083	9077
TENM4	10	50	56	29	41	12
TENT2	621	885	1042	716	633	850
TENT4A	576	638	752	558	404	449
TENT4B	310	514	413	368	363	486
TENT5A	26	12	14	10	4	10
TENT5B	4	4	12	0	0	0
TENT5C	10	22	6	0	8	8
TEP1	1588	2051	2419	1919	1724	1692
TEPSIN	163	170	193	218	161	192
TERB1	4	2	0	2	2	2
TERF1	404	605	563	438	368	523
TERF1P7	0	0	2	0	0	0
TERF2	837	1257	1391	1287	1020	959
TES	841	1092	1134	706	620	708
TESC	18	34	34	2	4	26
TESHL	0	0	0	5	2	4
TESK1	510	591	641	652	439	522
TESK2	24	49	54	36	25	20
TESMIN	18	29	16	100	44	74
TESPA1	0	0	0	0	2	0
TET1	59	61	66	78	60	64
TET2	1286	1656	1946	894	808	1090
TET3	671	934	1126	544	466	598
TEX10	758	1007	1060	340	386	359
TEX12	0	1	0	0	0	0
TEX13A	0	0	0	0	6	0
TEX14	0	2	0	1	4	6
TEX14BP	0	4	0	0	0	0
TEX15	38	88	106	22	22	20
TEX2	1175	1417	1549	1917	1655	1580
TEX22	8	6	2	11	0	2
TEX26-AS1	0	0	2	1	0	0
TEX261	313	498	508	341	333	273
TEX264	458	539	554	702	487	562
TEX29	9	8	12	4	4	0
TEX30	79	140	138	72	68	64
TEX38	4	0	0	0	0	0
TEX41	0	0	0	2	0	0
TEX52	1	0	0	0	1	0
TEX56P	1	0	3	7	0	6
TEX9	20	6	32	20	10	19
TF	11	16	4	26	12	1
TFAM	712	1096	1073	647	443	614
TFAP2A	4	4	0	0	0	0
TFAP2A-AS2	0	0	0	2	0	2
TFAP2E	0	4	0	0	2	4
TFAP4	144	178	264	100	86	128
TFB1M	555	661	763	581	366	491
TFB2M	394	531	573	520	349	377
TFCP2	688	961	1104	734	687	874
TFDP1	2818	3509	4110	1901	1639	1872
TFDP2	329	426	536	120	78	106
TFE3	871	1065	1097	1502	1166	1198
TFEB	56	79	95	100	116	123
TFEC	129	253	186	882	731	808
TFF3	56	44	42	2	2	2
TFG	2910	3380	4104	2310	2189	2613
TFIP11	1580	1823	2104	1736	1372	1512
TFIP11-DT	0	0	2	0	0	0
TFPI	4760	6734	7432	7528	6503	7118
TFPI2	1395	1737	1895	55047	45973	47967
TFPT	166	297	376	773	626	702
TFR2	12	10	16	22	19	26
TFRC	4143	5394	6273	3982	3411	3792
TG	49	50	64	303	154	154
TGDS	122	216	204	180	147	172
TGFA	0	0	0	1	0	0
TGFB1	7859	11041	11243	10373	8505	8420
TGFB1I1	1752	2228	2546	3672	2776	3548
TGFB2	56	52	86	398	280	324
TGFB3	119	124	134	270	210	252
TGFBI	714	798	1044	8161	6517	7004
TGFBR1	327	413	492	488	458	668
TGFBR2	12305	14119	16619	12699	12107	14964
TGFBR3	710	1020	1148	324	336	273
TGFBR3L	4	8	2	34	16	34
TGFBRAP1	1262	1569	1643	1977	1669	1734
TGIF1	3014	3855	4461	2746	2091	2329
TGIF2	75	117	135	32	40	17
TGILR	37	44	52	44	62	36
TGM1	36	58	51	24	24	38
TGM2	53562	74373	75859	72456	59841	60665
TGM4	2	4	10	0	0	0
TGOLN2	8142	10342	10857	9620	8702	9108
TGS1	813	1065	1197	799	651	711
THADA	932	1241	1480	1261	1010	953
THAP1	165	204	249	227	142	170
THAP10	20	49	52	76	54	48
THAP11	490	470	534	322	368	360
THAP12	422	755	658	563	578	670
THAP12P3	6	2	0	0	2	0
THAP2	30	70	83	51	19	17
THAP3	182	341	314	307	270	303
THAP4	924	1190	1347	1294	1071	1182
THAP5	137	151	196	204	160	192
THAP6	72	84	79	85	63	83
THAP7	196	204	280	250	192	252
THAP7-AS1	8	18	12	9	16	20
THAP8	20	16	32	34	36	34
THAP9	42	69	66	46	28	24
THAP9-AS1	12	18	16	10	12	6
THBD	276	352	260	5558	4370	4264
THBS1	181668	229689	247848	227363	187058	232861
THBS2	8	2	8	0	2	0
THBS3	513	681	860	1517	1242	1220
THBS3-AS1	3	3	13	0	1	12
THBS4	0	0	12	0	2	0
THEM4	195	252	290	124	142	146
THEM5	0	2	0	0	2	0
THEM6	106	116	95	36	30	44
THEMIS2	44	78	104	64	54	48
THG1L	122	104	172	146	114	132
THNSL1	39	57	101	34	58	98
THNSL2	0	2	2	16	8	44
THOC1	652	855	1150	1003	749	898
THOC2	1755	2656	3131	2027	2032	1963
THOC3	398	511	531	300	308	232
THOC5	2616	3181	3643	2308	1920	2123
THOC6	563	625	672	784	531	707
THOC7	1308	1895	2187	1428	1180	1271
THOP1	1034	1553	1525	1464	1097	1316
THRA	795	950	1095	528	520	699
THRAP3	4855	6675	7228	4053	3088	3989
THRAP3P3	4	4	4	2	8	4
THRB	4	2	0	0	2	0
THSD1	1118	1200	1395	900	833	728
THSD4	1215	1466	1507	2642	2422	2812
THSD7A	1523	1922	2297	1890	1580	1594
THSD7B	4	6	0	0	0	0
THTPA	94	132	115	47	90	91
THUMPD1	259	362	372	368	301	353
THUMPD2	123	204	237	123	120	143
THUMPD3	346	424	525	337	303	440
THUMPD3-AS1	40	24	44	8	10	14
THY1	36	24	28	0	0	0
THYN1	714	867	958	1040	773	837
TIA1	975	1087	1283	877	857	887
TIAL1	2833	3579	4294	2327	2079	2121
TIAM1	6	12	18	20	18	20
TIAM2	265	313	443	350	337	341
TICAM1	426	594	620	1048	764	862
TICAM2	0	0	0	6	5	5
TICRR	434	748	746	184	195	198
TIE1	15200	18292	19525	10607	8956	10042
TIFA	56	68	74	48	18	30
TIGAR	29	50	36	57	59	60
TIGD1	94	116	90	34	38	36
TIGD2	54	74	66	36	44	40
TIGD3	8	2	2	6	0	6
TIGD4	2	0	2	0	2	4
TIGD5	100	106	108	122	54	86
TIGD6	52	50	86	82	64	70
TIGD7	18	42	58	8	6	14
TIMCC	224	268	318	166	176	170
TIMD4	2	0	0	0	0	0
TIMELESS	1209	1540	1824	1065	766	810
TIMM10	490	758	700	628	468	540
TIMM10B	35	36	34	18	30	14
TIMM13	885	1275	1289	1370	1229	1338
TIMM17A	1589	2165	2370	2242	1816	2434
TIMM17B	216	236	257	337	285	269
TIMM21	423	536	590	416	394	521
TIMM22	547	719	947	786	510	661
TIMM23	2833	4116	4251	3312	2805	3516
TIMM23B	19	16	6	6	19	5
TIMM23B-AGAP6	1	4	4	2	0	0
TIMM29	74	70	74	75	110	127
TIMM44	1123	1474	1561	2136	1687	1587
TIMM50	2296	3075	2931	3687	2751	3463
TIMM8A	139	154	154	158	126	136
TIMM8B	204	358	324	300	240	226
TIMM9	206	342	345	208	178	227
TIMMDC1	536	790	740	472	468	533
TIMP1	1002	1168	1292	1550	1286	1529
TIMP2	3581	4412	4662	6212	5795	6126
TIMP3	56	48	68	42	38	44
TINAG	1	0	0	0	0	4
TINAGL1	3541	4616	4548	4254	3754	3996
TINF2	2643	3593	3769	4372	3808	3723
TIPARP	537	661	749	950	832	1016
TIPE1	277	324	271	118	122	141
TIPE2	2	0	2	0	0	0
TIPE3	318	500	535	440	408	484
TIPIN	172	292	313	210	196	202
TIPRL	1113	1443	1568	1156	962	1259
TIRAP	90	123	75	93	51	44
TIRAP-AS1	12	3	10	0	2	0
TJAP1	349	443	452	340	206	365
TJP1	10384	13588	15074	8672	7713	8920
TJP2	22	29	44	28	32	20
TJP3	0	0	2	0	2	0
TK1	604	843	839	458	361	330
TK2	455	560	698	706	703	627
TKFC	165	177	298	330	388	354
TKT	13441	19558	19752	10747	8668	9368
TKTL1	2	0	0	0	4	2
TLCD1	38	42	40	126	92	111
TLCD2	2	20	16	61	68	70
TLCD3A	657	879	827	864	686	840
TLCD3B	4	10	0	0	0	0
TLCD4	0	0	2	0	0	0
TLCD4-RWDD3	1	0	0	0	0	1
TLCD5	68	74	149	149	81	117
TLE1	1090	1341	1485	675	629	731
TLE2	951	1366	1287	1144	849	994
TLE3	1373	1901	1955	1579	1310	1514
TLE4	776	1017	1115	625	581	656
TLE5	4447	5713	5373	10607	8058	9008
TLE6	26	28	18	6	12	20
TLK1	1648	2245	2607	2533	2214	2549
TLK2	1147	1542	1844	943	830	876
TLK2P1	4	6	10	6	8	4
TLK2P2	8	4	6	4	4	0
TLL1	405	560	572	508	505	552
TLL2	6	10	0	4	0	2
TLN1	28578	40291	39946	36984	30787	32277
TLN2	142	147	184	130	110	120
TLNRD1	125	210	167	139	138	112
TLR1	82	127	128	285	204	308
TLR10	0	0	0	0	4	0
TLR3	22	30	28	152	134	126
TLR4	1625	2355	2367	1004	896	1080
TLR5	2	8	16	12	4	6
TLR6	58	54	50	187	176	197
TM2D1	481	721	539	866	757	790
TM2D2	1156	1384	1585	1380	1306	1257
TM2D3	258	320	348	432	323	399
TM4SF1	8126	10089	12104	12466	10323	11558
TM4SF1-AS1	0	2	0	0	0	0
TM4SF18	499	677	681	607	530	558
TM4SF19-AS1	0	2	4	0	0	4
TM6SF1	641	773	909	2555	2144	2772
TM6SF2	0	2	0	0	0	0
TM7SF2	192	262	242	328	254	357
TM7SF3	2054	2640	3074	4404	3436	3824
TM9SF1	20	16	7	16	23	11
TM9SF2	4338	5187	6481	4811	3844	4585
TM9SF3	4130	6027	6782	6972	6396	6682
TM9SF4	3210	3857	4661	6241	5095	6072
TMA16	238	357	357	306	270	352
TMA7	1706	2172	2309	1390	1134	1378
TMBIM1	3177	4394	4667	8736	6744	7100
TMBIM4	20	22	24	13	19	20
TMBIM6	10343	13662	15448	16878	14123	18334
TMBIM7P	0	0	0	1	0	0
TMC1	4	29	6	0	0	2
TMC4	12	2	9	8	6	0
TMC6	629	799	754	1535	1379	1309
TMC7	215	232	274	280	271	335
TMC8	2	6	2	0	2	0
TMCC1	355	412	472	309	314	370
TMCC1-DT	10	18	15	2	2	2
TMCC2	68	60	52	76	64	78
TMCC3	739	864	892	1220	1124	1118
TMCO1	1901	2571	2656	2828	2720	2614
TMCO4	114	150	174	342	288	234
TMCO6	143	185	198	152	166	170
TMED1	350	432	442	526	488	372
TMED10	5988	7560	8441	9058	7314	8108
TMED2	2660	3441	4071	3964	3616	4502
TMED3	1250	1717	1717	1573	1358	1609
TMED4	579	766	751	1194	1029	966
TMED5	730	1290	1143	1491	1101	1248
TMED6	3	4	0	4	0	0
TMED7	204	251	239	314	267	277
TMED7-TICAM2	1	0	0	0	0	0
TMED8	242	359	345	280	216	262
TMED9	3123	3834	4078	4564	4384	5068
TMEFF1	12	13	22	5	8	3
TMEFF2	2	8	0	6	18	8
TMEM101	262	240	310	248	224	238
TMEM102	40	68	89	99	76	49
TMEM106A	205	246	317	485	407	408
TMEM106B	336	494	569	690	622	898
TMEM106C	1334	1872	2120	1146	960	1157
TMEM107	113	139	111	142	92	101
TMEM108	22	18	20	28	21	42
TMEM109	2678	3333	3483	4226	3450	3829
TMEM11	297	411	356	309	225	248
TMEM11-DT	11	6	3	0	0	0
TMEM115	506	707	656	624	510	558
TMEM116	28	59	60	72	60	74
TMEM117	50	26	30	129	98	118
TMEM120A	410	631	500	944	778	973
TMEM120B	412	533	490	511	516	589
TMEM121	36	48	34	32	26	32
TMEM121B	12	0	6	6	0	6
TMEM123	2936	4055	4106	4679	4390	4194
TMEM126A	298	448	469	368	324	444
TMEM126B	363	524	500	695	501	668
TMEM127	537	691	630	907	798	714
TMEM128	64	105	108	155	125	156
TMEM129	102	158	179	140	160	90
TMEM131	1575	2019	2302	2252	2167	2248
TMEM131L	1171	1519	2048	749	635	815
TMEM132A	1727	1929	2211	1162	1071	1180
TMEM132B	0	4	0	6	0	2
TMEM134	314	338	375	696	444	508
TMEM135	1408	2104	2147	2214	1938	2188
TMEM138	182	178	237	276	206	238
TMEM139	0	0	0	6	0	0
TMEM140	49	28	50	114	110	156
TMEM141	27	69	63	82	60	66
TMEM143	42	41	42	54	60	46
TMEM144	84	66	113	42	54	42
TMEM145	0	0	0	4	0	14
TMEM147	962	1370	1316	2398	1664	1976
TMEM147-AS1	31	74	68	29	74	58
TMEM14A	241	288	340	324	294	348
TMEM14B	320	347	367	212	181	237
TMEM14C	1035	1330	1403	1652	997	1367
TMEM150A	179	295	252	434	324	366
TMEM150C	11	17	23	3	20	13
TMEM151A	0	0	0	2	2	12
TMEM151B	0	0	0	0	2	0
TMEM154	160	234	218	321	307	293
TMEM156	90	126	116	255	328	332
TMEM158	18	26	14	36	60	67
TMEM160	120	126	100	198	132	112
TMEM161A	261	312	341	630	646	544
TMEM161B	223	218	389	246	285	282
TMEM161B-DT	11	34	24	16	8	10
TMEM163	78	166	168	54	66	42
TMEM164	289	300	341	390	338	357
TMEM165	1733	2218	2579	1693	1536	1867
TMEM167A	496	796	747	841	714	646
TMEM167B	246	206	278	424	282	288
TMEM168	230	270	264	510	502	501
TMEM169	4	0	4	14	6	18
TMEM17	12	22	24	17	8	20
TMEM170A	67	97	82	62	64	35
TMEM170B	42	24	36	0	4	10
TMEM171	72	83	96	216	167	176
TMEM175	216	216	225	297	281	318
TMEM176A	0	0	4	0	0	0
TMEM176B	0	0	0	0	0	2
TMEM177	124	123	137	96	69	108
TMEM178A	4	0	2	0	0	0
TMEM179	2	2	0	4	4	2
TMEM179B	310	303	410	482	452	469
TMEM18	287	348	384	296	252	245
TMEM18-DT	0	1	0	0	8	0
TMEM181	1607	2454	2492	3041	2534	2993
TMEM182	4	6	12	22	4	34
TMEM183A	1181	1728	1674	1318	946	1260
TMEM183BP	16	20	20	12	12	18
TMEM184A	0	0	2	6	0	0
TMEM184B	2730	3500	3890	7080	5617	6105
TMEM184B-AS1	0	0	5	0	0	0
TMEM184C	539	844	1008	794	762	844
TMEM185A	591	686	838	956	652	843
TMEM185B	518	676	652	672	508	518
TMEM186	78	130	125	120	88	117
TMEM187	74	60	68	82	118	144
TMEM19	159	197	261	239	248	310
TMEM191A	1	2	0	0	0	3
TMEM191B	6	0	0	8	6	6
TMEM191C	8	2	0	2	28	20
TMEM192	207	248	350	280	204	342
TMEM198B	6	8	13	11	12	4
TMEM200A	48	64	56	330	283	316
TMEM200B	2	0	8	0	0	0
TMEM200C	0	14	6	0	2	0
TMEM201	252	283	255	258	148	168
TMEM203	81	94	100	65	95	98
TMEM204	190	264	305	185	145	180
TMEM205	490	536	634	1345	1013	1033
TMEM208	150	206	226	300	258	306
TMEM209	497	784	689	983	841	893
TMEM214	3024	3958	4162	4796	3502	4299
TMEM216	43	68	121	86	77	119
TMEM217	21	56	60	160	115	118
TMEM218	106	106	118	96	92	103
TMEM219	1411	1574	1919	2523	1852	2252
TMEM220	89	95	104	40	60	20
TMEM220-AS1	0	2	0	0	0	0
TMEM221	0	0	0	0	2	0
TMEM222	390	507	532	422	445	432
TMEM223	119	144	153	128	130	129
TMEM229B	0	0	4	2	0	10
TMEM230	670	1002	945	1302	1198	1344
TMEM231	28	27	33	49	36	53
TMEM232	2	0	0	2	4	0
TMEM233	4	11	8	0	0	0
TMEM234	122	186	170	198	154	182
TMEM235	0	0	2	0	0	0
TMEM236	12	2	15	0	4	0
TMEM237	859	1125	1247	979	875	824
TMEM238	0	2	0	8	2	0
TMEM240	32	44	36	6	6	8
TMEM242	118	165	170	158	205	188
TMEM243	211	238	318	320	264	334
TMEM245	1701	2278	2462	2540	2054	2145
TMEM248	1687	1774	2319	2429	1876	2202
TMEM25	165	174	213	90	69	98
TMEM250	184	316	272	118	140	144
TMEM253	0	0	0	0	3	0
TMEM254	120	174	134	159	146	154
TMEM255B	1133	1335	1349	912	724	811
TMEM256	121	137	156	115	102	179
TMEM258	598	748	839	925	738	852
TMEM259	2366	2868	3157	5136	4227	4060
TMEM26	0	8	14	30	32	8
TMEM26-AS1	0	0	0	0	0	4
TMEM260	239	373	458	296	309	335
TMEM263	463	587	583	560	563	553
TMEM263-DT	0	2	0	0	0	0
TMEM266	0	0	0	4	0	0
TMEM267	80	74	71	172	169	154
TMEM268	100	68	94	89	42	74
TMEM269	0	0	0	0	1	2
TMEM273	22	32	15	81	56	44
TMEM276	25	30	24	32	23	44
TMEM30A-DT	2	0	6	0	2	0
TMEM31	0	0	0	0	2	1
TMEM33	1049	1594	1632	1617	1214	1549
TMEM35A	66	86	120	172	138	154
TMEM37	44	58	66	136	70	82
TMEM38A	32	24	26	72	51	58
TMEM38B	71	146	169	116	50	108
TMEM39A	673	800	839	537	426	464
TMEM39B	574	625	815	343	231	373
TMEM40	0	0	0	0	4	0
TMEM41A	162	188	204	124	114	154
TMEM41B	184	252	317	360	342	358
TMEM42	89	162	172	127	105	112
TMEM43	1332	1843	1896	1099	1148	1265
TMEM44	932	1164	1283	661	648	647
TMEM45A	110	120	142	200	170	210
TMEM45B	0	4	2	18	10	16
TMEM47	180	331	256	628	506	473
TMEM50A	2097	2717	3242	3028	2572	3334
TMEM50B	192	291	349	517	413	474
TMEM51	134	156	158	228	214	184
TMEM52	12	22	20	10	10	14
TMEM53	18	40	47	62	30	24
TMEM54	184	189	201	686	530	604
TMEM59	2702	3237	3804	3710	3677	3534
TMEM59L	16	8	8	0	10	12
TMEM60	52	42	76	64	44	60
TMEM62	362	389	490	534	505	595
TMEM63A	873	1028	998	1026	843	926
TMEM63B	1961	2340	2393	1732	1560	1709
TMEM63C	0	0	0	1	0	12
TMEM64	171	284	240	224	190	196
TMEM65	479	594	684	618	602	607
TMEM67	255	314	404	318	235	246
TMEM68	140	183	186	220	175	211
TMEM69	291	328	391	220	186	227
TMEM70	744	969	1082	1050	929	1085
TMEM71	56	114	146	360	240	251
TMEM72-AS1	1	0	0	0	0	0
TMEM74	2	2	6	0	0	0
TMEM74B	2	0	0	6	0	0
TMEM79	50	64	72	62	42	40
TMEM80	62	88	82	93	72	92
TMEM81	10	22	36	20	10	20
TMEM86A	40	42	66	40	40	66
TMEM86B	4	4	2	0	0	0
TMEM87A	811	1175	1128	995	850	970
TMEM87B	777	1034	1293	1293	1100	1519
TMEM88	85	92	108	18	8	13
TMEM8B	20	62	34	60	54	51
TMEM9	410	493	578	463	329	412
TMEM91	44	68	75	51	54	73
TMEM92	0	2	0	0	0	2
TMEM94	1417	1670	1831	1233	1057	1157
TMEM97	228	251	290	58	60	68
TMEM98	1102	1477	1530	1527	1258	1482
TMEM9B	326	402	395	708	638	590
