gene_symbol	GSM9336110	GSM9336111	GSM9336112	GSM9336113	GSM9336114	GSM9336115
TMF1	958	1361	1463	1379	1165	1384
TMIE	2	4	0	41	14	4
TMIGD3	2	6	6	4	0	0
TMLHE	186	252	324	260	172	278
TMOD1	29	24	52	20	2	2
TMOD2	62	59	76	199	182	270
TMOD3	2109	2902	3115	2995	2604	3047
TMOD4	6	14	22	0	0	1
TMPO	2324	3482	3807	1846	1912	2056
TMPO-AS1	6	10	8	2	4	4
TMPOP2	0	0	2	4	0	0
TMPPE	44	113	86	62	37	41
TMPRSS11A	0	0	0	0	0	2
TMPRSS11D	0	2	0	0	0	0
TMPRSS12	0	0	0	2	0	0
TMPRSS13	4	6	0	14	14	4
TMPRSS15	0	0	0	0	1	0
TMPRSS5	8	3	0	14	4	10
TMPRSS7	0	2	2	0	0	0
TMPRSS9	0	0	0	4	0	2
TMSB10	16173	21385	22762	21818	15965	21089
TMSB15A	24	60	34	0	0	6
TMSB15B	6	12	14	25	8	22
TMSB15C	2	2	4	2	0	0
TMSB4X	36949	44911	49688	59792	47050	58949
TMSB4XP4	2	8	10	4	0	2
TMSB4Y	3	0	0	1	1	0
TMT1A	15	31	11	6	10	6
TMTC1	48	68	72	6	6	8
TMTC2	188	254	282	238	286	258
TMTC3	729	1230	1269	2150	1944	2206
TMTC4	725	773	897	314	320	399
TMUB1	150	154	170	212	128	176
TMUB2	272	306	314	282	240	252
TMX1	770	1126	1115	938	715	854
TMX2	1883	2370	2713	2816	2324	2669
TMX3	988	1502	1570	2006	1651	1934
TMX4	520	702	893	1378	1270	1321
TNC	12	0	0	16	6	2
TNFAIP1	1433	1874	2159	2489	1980	2557
TNFAIP2	288	338	388	286	218	242
TNFAIP3	114	92	128	222	236	294
TNFAIP6	2	0	0	0	0	0
TNFAIP8	85	96	69	90	96	92
TNFAIP8L2-SCNM1	803	1122	1180	926	779	978
TNFRSF10A	831	1126	1086	710	642	674
TNFRSF10A-DT	8	8	29	9	2	12
TNFRSF10B	21980	27371	32148	26672	22442	24840
TNFRSF10C	2405	2650	2897	831	694	982
TNFRSF10D	5492	6935	7755	3556	3097	3488
TNFRSF11A	288	267	361	136	59	88
TNFRSF11B	13	14	6	168	176	198
TNFRSF12A	238	312	236	334	408	386
TNFRSF14	178	278	248	306	246	260
TNFRSF18	0	0	0	4	2	2
TNFRSF19	0	28	14	108	107	94
TNFRSF1A	2937	4242	4023	6579	5546	6011
TNFRSF1B	781	987	1127	117	67	96
TNFRSF21	1747	1840	2462	1144	913	1022
TNFRSF25	167	168	231	227	203	161
TNFRSF4	6	2	0	0	4	2
TNFRSF8	0	4	0	0	0	0
TNFRSF9	0	6	0	0	2	0
TNFSF10	209	318	277	176	287	240
TNFSF11	4	0	25	40	10	6
TNFSF12	38	54	46	70	76	60
TNFSF13	7	14	10	3	4	2
TNFSF13B	4	1	4	2	2	2
TNFSF15	134	210	190	1096	971	988
TNFSF18	188	281	281	606	604	518
TNFSF4	367	467	529	1610	1514	1541
TNFSF8	0	0	2	0	0	0
TNFSF9	10	6	10	44	29	40
TNIK	1885	2385	2917	1377	1257	1430
TNIP1	3537	4666	4583	5252	4066	4545
TNIP2	581	730	690	701	616	593
TNIP3	0	0	1	2	12	2
TNK1	2	2	4	0	0	0
TNK2	567	679	658	444	498	444
TNKS	1999	2618	2828	2491	1895	2447
TNKS2	1476	2088	2413	2180	1804	2193
TNN	4	0	2	8	6	10
TNNC1	0	0	2	0	0	0
TNNC2	0	0	2	4	0	2
TNNI1	0	0	10	0	0	0
TNNT1	10	36	20	598	610	640
TNPO1	9537	13045	14790	12124	10345	12526
TNPO1P1	6	14	14	2	6	6
TNPO1P2	0	0	0	0	0	2
TNPO2	1652	1995	2218	2949	2862	2717
TNPO3	3323	3806	4830	4359	3844	3932
TNR	42	26	42	108	58	141
TNRC18	2469	3172	3244	3243	2878	2789
TNRC6A	2388	3164	3726	1918	1836	2209
TNRC6B	1575	2078	2419	1542	1363	1587
TNRC6C	523	659	656	283	218	290
TNS1	1952	2456	2457	2350	1959	2217
TNS1-AS1	2	4	6	0	6	2
TNS2	1796	2324	2693	2459	1992	2430
TNS2-AS1	14	18	20	4	15	13
TNS3	1084	1338	1316	5002	4261	4325
TNXB	16	8	2	16	14	0
TOB1	172	218	324	440	314	354
TOB1-AS1	0	0	0	0	4	0
TOB2	757	1041	1084	766	630	766
TOE1	454	584	715	300	324	346
TOGARAM1	428	553	604	504	430	522
TOGARAM2	0	2	4	0	0	0
TOLLIP	424	565	585	888	762	754
TOLLIP-DT	0	0	0	0	2	0
TOM1	619	856	941	1008	731	882
TOM1L1	6	24	6	12	2	8
TOM1L2	809	1094	1236	1700	1222	1308
TOMM20	1315	1636	1944	1442	1263	1471
TOMM22	1704	2470	2188	1474	1133	1320
TOMM34	894	1191	1321	828	752	755
TOMM40	1201	1609	1772	1238	1100	1207
TOMM40L	499	663	559	788	653	715
TOMM40P4	2	0	0	2	0	0
TOMM5	26	30	38	29	23	35
TOMM7	1659	2316	2768	3820	2841	3101
TOMM70	935	1301	1464	935	559	696
TONSL	271	390	352	251	173	190
TOP1	4150	5582	6045	3920	3264	4142
TOP1MT	508	866	844	640	607	600
TOP2A	3345	5455	5728	2223	1979	2032
TOP2B	4667	7412	7418	4347	4035	4298
TOP3A	823	1188	1268	771	682	667
TOP3B	649	744	844	636	456	543
TOP6BL	570	793	890	1271	996	1252
TOPBP1	1167	1782	1919	1048	874	1040
TOPORS	1411	1852	2079	1372	1150	1362
TOR1A	2459	2559	3029	2196	1932	1998
TOR1AIP1	780	1127	1063	1242	973	1258
TOR1AIP2	954	1357	1329	1720	1577	1607
TOR1B	394	475	526	699	536	634
TOR2A	84	164	186	94	66	54
TOR3A	262	391	475	444	370	434
TOR4A	266	400	308	236	292	278
TOX	565	797	731	226	150	195
TOX-DT	3	13	6	2	0	3
TOX2	369	515	629	20	30	12
TOX4	2005	2455	2535	1963	1500	1913
TOX4P1	0	2	0	0	0	0
TP53	3823	5472	5226	4231	3274	3896
TP53BP1	3522	4588	5529	4756	4209	4874
TP53BP2	1336	1678	2108	1514	1318	1230
TP53I11	1025	1273	1307	1434	1202	1320
TP53I13	328	325	319	344	235	342
TP53I3	1320	1842	1894	1747	1202	1460
TP53INP1	598	931	957	702	594	662
TP53INP2	161	178	150	124	140	136
TP53RK	295	356	474	332	338	414
TP53TG1	14	11	6	2	8	12
TP53TG3D	0	12	0	0	0	0
TP53TG5	0	0	0	0	2	0
TP63	0	0	0	4	6	14
TP73	6	0	0	2	2	0
TPBG	36	45	68	10	10	12
TPBGL	0	2	0	0	2	0
TPCN1	1092	1433	1681	1984	1679	1840
TPCN2	249	301	326	419	251	375
TPD52	18	30	26	0	0	0
TPD52L1	6	14	8	0	0	0
TPD52L2	492	635	593	597	565	625
TPGS1	28	50	30	29	16	36
TPGS2	2782	3521	3874	3378	2635	2845
TPH1	3	0	4	0	0	0
TPH2	0	0	0	0	2	0
TPI1	48475	66418	69245	76621	52670	69221
TPI1P2	2	1	1	0	0	0
TPK1	143	230	176	403	435	409
TPM1	9819	12328	14347	10506	9389	11055
TPM2	10691	14796	15842	14722	13413	14461
TPM3	20315	27135	30495	23029	21305	22017
TPM3P9	8	10	8	5	0	0
TPM4	17879	24130	26079	42337	34891	41239
TPMT	598	794	793	1205	1062	980
TPO	2	0	0	6	0	0
TPP1	2003	2482	2638	5750	4959	5179
TPP2	2013	2590	2881	1374	1206	1360
TPPP	2	2	2	4	10	6
TPPP3	4	12	16	36	40	20
TPR	5844	10027	9982	8769	7711	8143
TPRA1	715	879	1068	1086	724	872
TPRG1	0	0	0	12	0	6
TPRG1L	758	921	908	1234	968	1086
TPRKB	247	396	386	195	204	226
TPRKBP2	0	0	0	0	2	0
TPRN	202	348	276	296	298	237
TPST1	535	580	711	886	852	920
TPST2	267	334	400	370	350	391
TPT1	30059	36737	40494	29895	23366	27600
TPT1P5	6	0	0	0	0	0
TPTEP1	5	13	3	0	0	0
TPX2	3208	4347	5080	2037	1682	1880
TRA2A	1223	1651	1747	1195	1225	1276
TRA2B	2522	3498	3367	1834	1472	1449
TRABD	810	1269	1219	1158	726	902
TRABD-AS1	9	2	0	0	3	0
TRABD2B	4	0	2	0	4	12
TRAC	12	16	24	17	17	24
TRADD	110	160	135	239	188	156
TRAF1	14	28	18	22	56	22
TRAF2	433	559	664	368	310	343
TRAF3	1218	1467	1793	1768	1528	1781
TRAF3IP2	289	364	436	372	306	354
TRAF3IP2-AS1	16	33	15	14	4	12
TRAF4	1085	1423	1447	954	754	870
TRAF5	298	343	391	307	237	250
TRAF6	260	367	396	438	417	264
TRAF7	6152	8611	8726	9373	7271	8744
TRAFD1	886	1189	1229	1191	1033	1236
TRAIP	120	174	206	72	58	50
TRAJ19	1	0	0	0	0	0
TRAK1	2906	3509	3836	2245	1793	2212
TRAK2	1711	2474	2346	3164	2731	3030
TRAM1	3395	5560	5367	9343	7836	8280
TRAM1L1	6	22	2	4	4	6
TRAM2	2088	2404	2732	5404	5144	4924
TRAM2-AS1	2	6	4	6	4	2
TRANK1	554	685	700	984	867	969
TRAP1	3266	4352	4689	4317	3448	3788
TRAPPC1	2069	2689	2847	3389	2639	2825
TRAPPC10	1555	1961	1999	2147	1657	1969
TRAPPC11	861	1178	1525	1610	1144	1367
TRAPPC12	602	806	784	589	537	545
TRAPPC13	224	366	342	493	319	368
TRAPPC14	128	183	244	184	171	194
TRAPPC2	98	134	196	66	64	102
TRAPPC2B	78	76	65	124	87	145
TRAPPC2L	388	540	564	602	410	537
TRAPPC3	798	1242	1194	1568	1234	1319
TRAPPC3L	2	0	0	0	0	0
TRAPPC4	646	804	823	859	678	858
TRAPPC5	6	3	2	2	2	3
TRAPPC6A	100	107	89	121	99	120
TRAPPC6B	182	313	346	363	379	274
TRAPPC8	859	1377	1414	1672	1674	1660
TRAPPC9	1212	1755	1822	2571	1977	2290
TRAV10	0	0	2	0	0	0
TRAV13-1	4	0	0	0	0	0
TRAV13-2	6	2	0	3	2	0
TRAV22	0	0	0	0	2	0
TRAV8-4	0	2	0	0	0	0
TRBC1	34	58	44	2	7	2
TRBC2	2141	2686	3127	108	84	113
TRBJ2-1	2	9	4	0	1	0
TRBJ2-2	6	5	5	0	0	0
TRBJ2-2P	2	8	1	0	0	1
TRBJ2-3	2	2	4	0	1	0
TRBJ2-4	0	1	2	0	0	0
TRBJ2-5	0	0	1	0	0	0
TRBJ2-6	1	2	1	0	0	0
TRBV29OR9-2	4	0	6	1	2	8
TRCR1	4	4	6	0	2	2
TRDMT1	67	124	135	86	63	95
TREML1	0	0	0	16	0	0
TRERF1	90	126	96	0	2	6
TREX2	2	6	0	0	0	0
TRG-AS1	4	2	0	2	4	0
TRGV3	0	0	7	53	39	49
TRGV4	6	0	0	84	45	20
TRGV5	0	0	0	0	0	1
TRGV5P	0	0	1	0	0	1
TRGV9	0	0	0	0	6	0
TRIAP1	226	268	308	388	336	326
TRIB1	382	513	620	670	461	572
TRIB2	265	349	421	314	256	336
TRIB3	429	551	550	930	742	911
TRIDDENT	0	0	0	0	0	2
TRIL	2	6	8	8	2	2
TRIM11	98	155	142	86	94	106
TRIM13	301	293	379	180	129	179
TRIM14	123	110	152	200	146	140
TRIM16	180	224	202	245	172	193
TRIM16L	18	31	33	7	16	25
TRIM2	20	21	27	24	16	7
TRIM21	623	785	898	1332	993	1102
TRIM22	1342	1563	1680	2680	2283	2639
TRIM23	169	284	290	268	296	257
TRIM24	1465	1940	2253	2763	2055	2717
TRIM25	1637	2089	2126	2294	1901	1638
TRIM26	428	603	495	544	497	488
TRIM27	861	1092	1212	750	762	730
TRIM28	8362	10970	11573	10502	8434	9692
TRIM3	170	258	318	558	468	486
TRIM32	789	950	916	786	716	844
TRIM33	1236	1687	1881	1376	1191	1190
TRIM34	2	0	1	1	1	0
TRIM35	175	279	206	326	286	264
TRIM36	12	22	14	32	28	26
TRIM37	1505	1866	2272	2208	1875	2167
TRIM38	357	540	578	366	425	458
TRIM39	60	82	105	39	58	47
TRIM4	441	704	599	741	649	629
TRIM41	604	712	748	586	634	574
TRIM44	1905	2573	2708	2098	1819	2158
TRIM45	36	38	42	40	42	52
TRIM46	126	192	154	180	153	214
TRIM47	389	457	513	906	824	718
TRIM5	695	888	1014	979	832	873
TRIM52	148	206	183	170	120	191
TRIM54	2	0	0	0	0	0
TRIM55	0	0	0	0	0	2
TRIM56	212	256	276	180	228	184
TRIM58	2	2	0	0	0	0
TRIM59	37	74	50	13	29	15
TRIM6	15	11	13	49	42	62
TRIM62	110	169	171	120	94	94
TRIM65	291	358	370	468	389	302
TRIM66	193	165	211	178	222	182
TRIM68	262	380	358	439	354	394
TRIM69	38	54	18	44	57	40
TRIM7	68	60	52	40	91	78
TRIM73	6	0	2	0	0	2
TRIM74	0	0	1	0	0	0
TRIM8	1425	1749	1838	1073	1021	1024
TRIM9	0	12	0	0	0	0
TRIML2	4	8	10	0	0	0
TRIO	8818	10831	12604	9394	8029	9953
TRIOBP	4203	5330	5988	7536	5926	6954
TRIP10	1582	2147	2405	4378	3652	4178
TRIP11	2380	4012	4160	3931	3243	3761
TRIP12	9600	12997	14870	12919	11363	11978
TRIP13	1166	1545	1614	539	502	570
TRIP4	813	878	1057	1025	853	1060
TRIP6	623	872	975	1878	1443	1655
TRIQK	67	92	101	120	157	98
TRIR	1264	1648	1711	1800	1622	1604
TRIT1	348	488	574	319	186	190
TRMO	195	185	245	186	156	102
TRMT1	1072	1340	1539	1861	1642	1560
TRMT10A	146	229	234	170	147	130
TRMT10B	105	102	125	79	56	70
TRMT10C	182	248	344	136	112	122
TRMT11	168	235	276	159	136	158
TRMT112	1044	1350	1468	1503	1485	1472
TRMT13	152	231	238	169	151	180
TRMT1L	408	743	673	1051	716	764
TRMT2A	291	442	490	383	380	334
TRMT2B	1070	1364	1689	1180	1064	921
TRMT44	289	340	399	271	286	253
TRMT5	181	298	324	225	196	203
TRMT6	291	449	528	702	556	753
TRMT61A	68	89	85	58	58	54
TRMT61B	183	290	270	210	233	212
TRMU	801	1027	1385	831	625	610
TRNAU1AP	401	565	548	528	418	453
TRNP1	14	16	22	32	26	27
TRNT1	225	354	343	219	196	212
TRO	273	295	414	72	48	64
TROAP	317	451	613	252	207	150
TRPC1	176	212	296	366	272	364
TRPC3	0	0	4	2	0	2
TRPC4	2	8	18	0	0	0
TRPC4AP	4617	6261	6867	6848	5650	6078
TRPM1	2	11	6	0	0	0
TRPM3	8	0	27	21	12	8
TRPM4	712	899	1142	2811	2175	2647
TRPM6	6	1	4	14	0	0
TRPM7	862	1105	1524	1696	1600	1544
TRPS1	235	425	366	422	403	353
TRPT1	156	295	272	154	138	134
TRPV1	38	26	35	4	30	21
TRPV2	131	98	109	1920	1472	1700
TRPV3	0	0	0	4	2	0
TRPV4	993	1337	1567	4731	3642	3511
TRRAP	6242	7819	8508	5778	4851	6088
TRUB1	197	302	459	242	238	366
TRUB2	1290	1691	1955	1386	936	1120
TSACC	0	0	0	0	0	6
TSBP1	0	0	8	0	0	0
TSBP1-AS1	1	1	0	0	0	0
TSC1	1265	1670	1919	728	835	847
TSC2	5312	7374	8000	11785	8526	11427
TSC22D1	1158	1511	1688	1026	936	910
TSC22D1-AS1	0	4	2	0	0	2
TSC22D2	507	706	718	452	390	466
TSC22D3	110	182	165	294	186	182
TSC22D4	1263	1553	1701	1686	1626	1456
TSEN15	170	223	270	163	106	184
TSEN2	243	353	410	169	130	191
TSEN34	975	1300	1378	1893	1457	1706
TSEN54	284	478	388	400	378	320
TSFM	3	10	10	14	5	5
TSG101	1874	2463	3050	2929	2430	2656
TSGA10	20	6	10	23	24	16
TSHZ1	401	437	571	364	356	458
TSHZ3	133	144	173	250	291	244
TSIX	0	0	2	0	0	0
TSKU	350	406	480	222	234	334
TSKU-AS1	0	2	0	0	0	2
TSLIG1	212	360	387	544	381	414
TSLIG2	137	255	206	170	123	155
TSLIG3B	797	1177	1267	814	746	988
TSLIG3C	90	106	112	222	130	226
TSLP	0	0	0	0	4	0
TSN	1316	1715	1785	1248	996	1310
TSNARE1	95	94	117	140	84	94
TSNAX	123	251	220	144	139	188
TSNAX-DISC1	0	0	1	0	0	0
TSNAX-DT	3	4	0	0	0	0
TSNAXIP1	18	39	20	18	24	16
TSPAN1	2	4	11	12	16	10
TSPAN10	16	0	6	0	0	2
TSPAN11	102	102	101	555	470	638
TSPAN12	764	1104	1129	1303	1163	1239
TSPAN13	826	1085	1208	2011	1578	1952
TSPAN14	5825	7329	8041	6006	4913	5300
TSPAN15	1695	1830	2239	1780	1468	1687
TSPAN17	993	1483	1416	1910	1403	1836
TSPAN18	1899	2344	2569	731	648	884
TSPAN19	0	0	0	10	2	8
TSPAN2	2	4	0	0	0	0
TSPAN3	2713	3135	3796	4586	4178	4293
TSPAN31	312	318	440	708	588	694
TSPAN33	4	4	0	0	16	34
TSPAN4	851	1008	1276	2786	2239	2560
TSPAN5	1010	1187	1595	777	680	580
TSPAN6	1037	1449	1643	971	740	789
TSPAN7	10	2	4	0	0	2
TSPAN8	14	2	12	48	64	64
TSPAN9	1545	1862	1937	2051	1657	1750
TSPAN9-IT1	0	1	0	0	0	0
TSPEAR-AS1	2	0	0	0	0	0
TSPO	1314	1789	1768	2171	1822	2037
TSPOAP1	0	0	2	0	0	0
TSPOAP1-AS1	1	12	2	0	4	2
TSPYL1	2214	2874	3192	2498	2019	2180
TSPYL2	768	998	1054	1206	1102	1282
TSPYL4	228	362	382	124	172	160
TSPYL5	244	262	352	250	176	248
TSR1	1848	2354	3021	1643	1428	1646
TSR2	396	318	504	268	245	328
TSR3	414	579	492	680	638	567
TSSC2	10	12	3	0	0	0
TSSC4	138	190	153	197	176	181
TSSK3	4	2	2	0	0	0
TSSK4	8	2	0	14	2	8
TST	318	497	368	403	280	285
TSTD1	63	84	77	333	208	285
TSTD2	237	242	318	160	96	128
TSTD3P	30	28	28	32	40	16
TTBK1	2	4	0	0	0	4
TTBK2	777	1015	949	1255	996	1026
TTC1	1408	1724	2164	1275	1034	1321
TTC12	162	150	204	229	139	196
TTC13	768	1063	1024	912	689	815
TTC14	661	580	1119	412	362	458
TTC17	1504	1771	2282	1558	1295	1734
TTC19	1406	1823	2144	1738	1514	1908
TTC21A	91	80	156	92	88	128
TTC21B	1135	1643	1862	1547	1347	1551
TTC23	237	370	362	264	302	285
TTC23-AS1	0	4	0	2	0	2
TTC23L	4	0	0	0	0	0
TTC27	777	1053	1439	867	780	1006
TTC28	1749	2416	2393	1838	1601	1682
TTC28-AS1	20	29	25	14	18	18
TTC29	0	4	4	46	44	50
TTC3	4653	7096	7314	6920	6163	7372
TTC3-AS1	0	1	1	0	0	0
TTC31	334	408	406	452	325	282
TTC32	25	31	21	12	10	13
TTC33	168	164	176	182	172	204
TTC34	2	0	0	2	2	4
TTC36	0	0	1	0	0	3
TTC36-AS1	1	7	0	1	0	0
TTC38	838	1085	1333	695	594	723
TTC39A	16	20	40	16	20	18
TTC39B	88	80	145	175	159	192
TTC39C	102	100	126	58	34	38
TTC4	10	24	14	19	7	16
TTC5	436	474	452	458	388	443
TTC6	4	0	0	0	2	4
TTC7A	336	435	543	843	805	1084
TTC7B	1764	2420	2582	2536	2162	2211
TTC7B-AS1	0	2	1	1	0	1
TTC8	447	545	578	474	429	449
TTC9C	397	611	642	743	556	820
TTF1	510	539	688	394	246	339
TTF2	680	852	1092	444	463	495
TTI1	778	917	1068	952	861	952
TTI2	564	847	1002	659	576	556
TTK	350	726	678	198	194	276
TTL	1027	1389	1475	1523	1329	1496
TTLL1	353	456	444	548	504	418
TTLL11	91	102	112	106	84	94
TTLL12	1032	1417	1390	1244	951	1011
TTLL13	1	0	0	0	0	2
TTLL3	59	49	59	32	38	28
TTLL4	1034	1326	1478	1247	897	1117
TTLL5	2609	3419	4142	2816	2381	2740
TTLL6	2	0	0	8	0	2
TTLL7	134	190	172	331	411	477
TTLL7-IT1	0	0	2	0	0	0
TTLL9	0	3	0	0	0	0
TTN	128	188	151	216	218	227
TTPAL	103	112	114	134	80	151
TTTY10	0	0	0	0	2	0
TTTY14	16	19	17	1	2	9
TTTY15	1797	2221	3055	3243	2434	3613
TTYH1	0	0	1	0	0	0
TTYH2	42	100	70	62	21	50
TTYH3	5675	7103	6902	9854	8494	9742
TUB	20	59	52	8	0	0
TUBA1A	54835	73968	77625	136143	108823	114976
TUBA1B	77011	112350	110478	126861	104904	113947
TUBA1C	22665	33568	34233	36817	28600	31553
TUBA3E	0	0	0	0	0	2
TUBA4A	260	366	418	2490	1911	2030
TUBA4B	0	0	0	0	4	0
TUBA8	0	0	8	3	2	0
TUBAL3	0	4	6	0	0	0
TUBAP11	0	2	0	0	2	0
TUBAP2	16	24	28	26	6	16
TUBB	33878	47330	49412	36558	30887	33878
TUBB2A	1904	2314	2516	5094	3844	4141
TUBB2B	131	176	358	512	230	361
TUBB2BP1	1	0	0	2	2	0
TUBB3	236	302	244	357	279	289
TUBB4A	0	0	0	0	0	2
TUBB4B	22675	33817	33860	21544	17494	17434
TUBB4BP2	0	0	2	0	0	0
TUBB6	11684	15597	16183	28561	26650	26907
TUBB7P	0	0	2	0	0	0
TUBB8	0	14	0	0	0	0
TUBB8B	0	18	2	0	0	2
TUBD1	68	98	117	58	81	82
TUBE1	139	250	243	219	121	182
TUBG1	4980	6573	7418	7042	5006	6580
TUBG1P	0	0	0	0	2	0
TUBG2	418	515	643	948	738	987
TUBGCP2	1778	2106	2242	2562	1976	2038
TUBGCP3	629	848	1019	410	432	417
TUBGCP4	573	759	1055	644	415	504
TUBGCP5	567	718	848	954	616	633
TUBGCP6	985	1099	1334	1344	1116	1155
TUFM	8899	12175	13066	13007	10800	10974
TUFT1	72	70	80	40	52	64
TUG1	246	271	253	87	147	74
TULP2	0	2	0	28	6	16
TULP3	887	1102	1284	1205	1059	1209
TULP4	967	1302	1439	1046	954	1135
TUSC1	52	78	80	68	62	38
TUSC2	321	374	403	395	356	275
TUSC3	1041	1268	1623	104	143	118
TUT1	140	147	209	180	125	137
TUT4	1222	1733	2056	1000	860	998
TUT7	846	1134	1194	1817	1611	1765
TVP23A	4	0	8	2	2	0
TVP23B	314	494	491	611	563	614
TVP23C	40	31	53	14	13	17
TVP23C-CDRT4	0	4	2	0	0	0
TVP23CP1	0	0	2	0	0	1
TWF1	1062	1503	1654	1964	1708	1965
TWF2	746	1080	909	660	464	535
TWF2-DT	2	0	0	0	0	0
TWIST2	34	32	46	0	0	0
TWNK	412	761	640	412	400	409
TWSG1	844	934	1122	1905	1675	1885
TWSG1-DT	2	2	0	0	0	0
TXK	0	6	2	0	8	0
TXLNA	1670	2236	2287	2006	1873	1979
TXLNB	2	2	6	8	4	0
TXLNG	127	211	262	142	110	122
TXLNGY	64	91	115	70	62	112
TXN	3927	5009	5137	5088	3966	4711
TXN2	1092	1598	1655	1470	1360	1314
TXNDC11	1336	1820	2062	2183	1746	1951
TXNDC12	123	121	143	100	152	111
TXNDC15	947	1093	1255	1296	1019	1032
TXNDC16	93	146	197	26	42	116
TXNDC17	1156	1402	1533	1166	897	1138
TXNDC2	0	10	10	14	10	28
TXNDC5	523	696	722	634	574	604
TXNDC9	583	805	905	1017	696	793
TXNIP	398	370	482	682	464	552
TXNL1	1984	2492	2936	2668	2141	2272
TXNL4A	901	1242	1343	1235	1074	1071
TXNL4B	60	124	132	117	98	50
TXNRD1	9375	13545	15209	13747	12153	14480
TXNRD1-AS1	1	2	0	0	4	4
TXNRD2	1423	1892	2240	3262	3166	2896
TXNRD3	160	243	346	275	235	330
TYK2	1221	1709	1786	3606	3300	2995
TYMP	10	14	16	171	147	109
TYMS	2245	2674	2989	1578	1326	1522
TYRO3	465	646	656	878	796	1139
TYSND1	47	104	88	90	98	70
TYW1	594	698	957	779	732	689
TYW1B	56	70	171	58	77	84
TYW2	224	250	334	144	182	210
TYW3	270	356	411	234	270	347
TYW5	135	209	228	208	140	223
TZMP1	38	46	52	20	18	40
U2AF1	520	644	604	480	370	384
U2AF1L4	4	6	5	17	11	13
U2AF2	1627	2161	2319	1487	1203	1386
U2SURP	1669	2320	2760	1598	1316	1743
U2SURP-AS1	0	2	0	0	0	0
UACA	2017	3060	3282	6464	5300	5843
UAP1	1185	1827	1830	3166	2629	3342
UAP1L1	330	424	384	504	351	450
UBA1	20768	28566	30659	25144	19571	24068
UBA2	3301	4387	4706	4525	3458	4627
UBA3	1076	1377	1498	1156	793	1096
UBA5	658	1062	1015	816	690	686
UBA52	17201	23838	25805	34844	26456	33949
UBA6	1548	2325	2632	3273	2848	2897
UBA6-DT	31	52	36	28	40	45
UBA7	338	568	671	693	635	481
UBAC1	660	964	1007	598	614	577
UBAC2	1062	1373	1361	860	729	779
UBAC2-AS1	0	0	0	2	0	0
UBALD1	46	90	58	36	22	39
UBALD2	2240	2907	2957	1892	1734	2208
UBAP1	829	1004	1220	588	566	660
UBAP1L	11	20	19	10	25	16
UBAP2	3429	4923	5439	3479	2854	3308
UBAP2L	15176	19549	22051	14614	11572	14600
UBASH3B	593	896	980	812	622	646
UBB	34712	47665	51838	32978	24594	32462
UBC	28772	35794	38734	73400	51134	54921
UBE2A	938	1202	1292	1487	1300	1395
UBE2B	1050	1465	1460	1432	1179	1533
UBE2C	1006	1325	1364	862	533	691
UBE2D1	426	557	563	376	370	428
UBE2D2	1906	2498	2733	2463	1824	2459
UBE2D3	3528	4591	5074	4211	3321	3623
UBE2D4	181	255	320	360	282	407
UBE2E1	2159	2982	3088	1826	1611	2017
UBE2E2	426	518	650	365	317	406
UBE2E3	1309	1737	1862	1574	1007	1242
UBE2F	45	50	40	35	40	48
UBE2F-SCLY	0	0	3	0	0	0
UBE2G1	854	1108	1316	1065	926	935
UBE2G2	592	735	807	873	852	761
UBE2H	1440	1686	2140	2477	1997	2446
UBE2I	4509	5840	6220	4383	3152	4486
UBE2J1	3500	4627	5074	3087	2726	2996
UBE2J2	672	919	990	887	686	670
UBE2K	718	1010	1056	849	677	726
UBE2L3	1290	1823	1932	1411	1166	1372
UBE2L5	0	0	0	8	0	0
UBE2L6	278	284	282	1140	788	902
UBE2M	1200	1812	1747	2316	2095	2081
UBE2N	1398	1766	2052	1348	1406	1616
UBE2NL	2	0	0	0	0	0
UBE2O	858	1255	1322	697	687	544
UBE2Q1	2482	3144	3645	2944	2752	2955
UBE2Q1-AS1	1	1	7	1	0	0
UBE2Q2	972	1406	1458	2242	1618	2203
UBE2Q2P1	16	20	14	16	18	30
UBE2Q2P11	0	0	0	1	0	0
UBE2Q2P12	1	1	0	0	2	0
UBE2Q2P13	9	5	20	11	16	27
UBE2Q2P2	1	2	5	0	1	0
UBE2QL1	0	0	2	0	2	0
UBE2R2	4110	5291	5807	4152	3167	4434
UBE2R2-AS1	4	1	1	4	1	0
UBE2S	2091	2941	3134	2846	2122	2412
UBE2T	686	903	988	552	389	472
UBE2V1	18	17	17	1	4	3
UBE2V2	142	234	218	144	156	142
UBE2W	43	58	83	61	49	73
UBE2Z	1507	1712	2017	1406	1112	1462
UBE3A	2338	3506	3796	3398	2880	2956
UBE3B	1505	2048	2162	2311	2064	2544
UBE3C	3359	4097	4771	4880	4148	4960
UBE3D	118	141	218	164	98	94
UBE4A	1584	1940	2345	2065	1749	1950
UBE4B	3483	4335	4997	2531	2281	2914
UBFD1	1170	1457	1800	1133	1080	1145
UBIAD1	1122	1372	1352	1262	813	844
UBL3	208	354	224	320	253	294
UBL4A	182	220	222	291	227	296
UBL5	2008	2802	3095	3915	3097	3788
UBL7	1028	1294	1340	1986	1373	1522
UBL7-DT	8	2	0	2	0	1
UBLCP1	418	586	611	636	510	802
UBN1	2519	3057	3572	2864	2229	2870
UBN2	583	791	886	617	537	774
UBOX5	204	195	262	308	294	269
